rule_type,rule_name,folds,f1_mean,f1_std,precision_mean,recall_mean,accuracy_mean,tp_total,fp_total,tn_total,fn_total,n_folds_successful
single,swh_max_swan > threshold,6,0.5303947639661925,0.13684083009149903,0.4995851241981273,0.5814763130107136,0.8913043478260869,144,140,1824,100,6
single,ma_swh_p80_2 > threshold,6,0.5290573053368329,0.10891109397789858,0.5110935569037187,0.5546387463681253,0.8944746376811593,138,127,1837,106,6
single,swh_p80_swan > threshold,6,0.5286070878706649,0.15184900349274666,0.49238245353011206,0.5921826785531418,0.8890398550724637,145,146,1818,99,6
single,mmin_swh_p80_2 > threshold,6,0.524336562921203,0.1113493081528343,0.4999616593819492,0.5790724900853877,0.8826992753623188,147,162,1802,97,6
single,mmin_swh_p80_3 > threshold,6,0.5097225153803705,0.11461321590118968,0.5821904162483872,0.5321822045848649,0.8836050724637681,141,154,1810,103,6
single,mmaxi_swh_p80_2 > threshold,6,0.4995310221788311,0.11434603815768327,0.41772217018976737,0.6380009713833253,0.8609601449275361,160,223,1741,84,6
single,ma_swh_p80_3 > threshold,6,0.4986988738784282,0.10771969618835602,0.43919593430728104,0.6153163260757303,0.8600543478260869,154,219,1745,90,6
majority_3,"Majority of anom_swh_p80_deseasonalized_detrended_persistence_5_lag_1, anom_swh_p80_waverys, anom_swh_p80_trend_3",6,0.4930384325079355,0.15817648962715755,0.4869929387745668,0.5700973205687524,0.8713768115942028,144,184,1780,100,6
majority_3,"Majority of anom_swh_p80_waverys, anom_swh_p80_trend_3, anom_swe_p80",6,0.482782560562663,0.14403370258711948,0.48132786071574124,0.5427688340014247,0.8759057971014492,135,165,1799,109,6
majority_3,"Majority of anom_swh_p80_trend_5, anom_swh_max_waverys, anom_swh_p80_deseasonalized_persistence_7",6,0.4816629316711973,0.13103042375859011,0.45492647611356524,0.5799622237406318,0.8605072463768116,141,205,1759,103,6
